1024	1.16	1.61
1280	1.83	1.93
1536	2.277	2.73
1792	3.76	4.09
2048	5.29	6.48
2304	10.03	8.36
2560	12.63	11.89
2816	15.38	14.44
3072	19.17	19.00
3328	23.09	21.72
3584	27.17	25.18
3840	33.18	30.68
4096	37.37	42.72
4608 	60.88	51.74
5120	80.07	82.27
5632	97.01	92.46
6144	121.91	127.93
6656	170.20	148.73
